İlan No,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Çekiş,Fiyat,Motor_Hacmi_CC,Motor_Gucu_HP,Degisen_Parca,Boyali_Parca
40427254,Ford,Focus,1.6 TDCi Trend X,2013,251545.0,Düz,Dizel,Sedan,Gri (Gümüş),Önden Çekiş,735000.0,1560.0,95.0,0,0
40432098,Ford,Focus,1.6 TDCi Trend X,2014,230450.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,865000.0,1560.0,95.0,0,1
40423982,Ford,Focus,1.6 TDCi Trend X,2015,216000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,985000.0,1560.0,95.0,0,0
40419234,Ford,Focus,1.6 TDCi Trend X,2017,248000.0,Otomatik,Dizel,Sedan,Beyaz,Belirtilmemiş,930000.0,1500.5,130.0,0,1
40422825,Ford,Focus,1.6 TDCi Trend X,2013,160000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,839000.0,1560.0,95.0,0,0
40419862,Ford,Focus,1.6 TDCi Trend X,2017,97000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),Önden Çekiş,1060000.0,1560.0,95.0,1,2
40418798,Ford,Focus,1.6 TDCi Trend X,2010,299000.0,Düz,Dizel,Sedan,Gri,Önden Çekiş,540000.0,1560.0,90.0,0,2
40412358,Ford,Focus,1.6 TDCi Trend X,2014,220000.0,Düz,Dizel,Sedan,Gri (Gümüş),Önden Çekiş,859000.0,1560.0,95.0,1,3
40412705,Ford,Focus,1.6 TDCi Trend X,2015,91000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,1300000.0,1560.0,95.0,0,0
35777712,Ford,Focus,1.6 TDCi Trend X,2015,211800.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,775000.0,1560.0,95.0,1,4
40405951,Ford,Focus,1.6 TDCi Trend X,2014,197000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,840000.0,1560.0,95.0,0,1
40377626,Ford,Focus,1.6 TDCi Trend X,2017,159000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,1050000.0,1560.0,95.0,1,1
40014772,Ford,Focus,1.6 TDCi Trend X,2013,222000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,785000.0,1560.0,95.0,2,2
39623899,Ford,Focus,1.6 TDCi Trend X,2013,173000.0,Düz,Dizel,Hatchback/5,Gri,Önden Çekiş,695000.0,1560.0,95.0,1,9
39651752,Ford,Focus,1.6 TDCi Trend X,2013,192000.0,Düz,Dizel,Sedan,Gri,Önden Çekiş,760000.0,1500.5,88.0,1,0
39651745,Ford,Focus,1.6 TDCi Trend X,2013,318375.0,Düz,Dizel,Sedan,Gri,Önden Çekiş,705000.0,1500.5,88.0,0,0
39651744,Ford,Focus,1.6 TDCi Trend X,2015,312500.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,589900.0,1500.5,88.0,0,0
39623897,Ford,Focus,1.6 TDCi Trend X,2015,356000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,575000.0,1500.5,88.0,3,5
40404640,Ford,Focus,1.6 TDCi Trend X,2016,235000.0,Düz,Dizel,Station wagon,Beyaz,Önden Çekiş,767500.0,1560.0,95.0,3,1
40402158,Ford,Focus,1.6 TDCi Trend X,2014,230000.0,Düz,Dizel,Sedan,Gri,Önden Çekiş,830000.0,1560.0,95.0,0,6
40397712,Ford,Focus,1.6 TDCi Trend X,2011,210000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,750000.0,1560.0,110.0,0,0
39285828,Ford,Focus,1.6 TDCi Trend X,2014,140000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,1015000.0,1500.5,88.0,1,0
40387065,Ford,Focus,1.6 TDCi Trend X,2013,176000.0,Düz,Dizel,Sedan,Gri,Önden Çekiş,888000.0,1560.0,95.0,1,0
40386215,Ford,Focus,1.6 TDCi Trend X,2009,337000.0,Düz,Dizel,Sedan,Gri (Gümüş),Önden Çekiş,430000.0,1560.0,90.0,1,1
40387195,Ford,Focus,1.6 TDCi Trend X,2016,123000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,970000.0,1560.0,95.0,0,3
40383188,Ford,Focus,1.6 TDCi Trend X,2011,185000.0,Düz,Dizel,Sedan,Gri (titanyum),Önden Çekiş,615000.0,1560.0,90.0,1,4
40387079,Ford,Focus,1.6 TDCi Trend X,2013,152000.0,Düz,Dizel,Sedan,Gri,Önden Çekiş,900000.0,1560.0,95.0,1,4
40372528,Ford,Focus,1.6 TDCi Trend X,2014,236000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,905000.0,1560.0,95.0,0,2
40369919,Ford,Focus,1.6 TDCi Trend X,2009,208000.0,Düz,Dizel,Hatchback/5,Gri,Önden Çekiş,668000.0,1560.0,90.0,0,0
40006504,Ford,Focus,1.6 TDCi Trend X,2014,189000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,950000.0,1560.0,95.0,0,0
39999278,Ford,Focus,1.6 TDCi Trend X,2017,135000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,1199000.0,1560.0,95.0,0,0
39094323,Ford,Focus,1.6 TDCi Trend X,2017,220000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,810000.0,1560.0,95.0,1,1
39988632,Ford,Focus,1.6 TDCi Trend X,2010,270000.0,Düz,Dizel,Hatchback/5,Gri,Önden Çekiş,589000.0,1560.0,90.0,0,3
39623900,Ford,Focus,1.6 TDCi Trend X,2008,240000.0,Düz,Dizel,Hatchback/5,Gri,Önden Çekiş,458000.0,1560.0,90.0,1,4
39031476,Ford,Focus,1.6 TDCi Trend X,2014,113000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,985000.0,1500.5,88.0,2,0
40375652,Ford,Focus,1.6 TDCi Trend X,2016,207000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,870000.0,1560.0,95.0,1,2
38590760,Ford,Focus,1.6 TDCi Trend X,2011,292000.0,Düz,Dizel,Sedan,Gri (Gümüş),Önden Çekiş,630000.0,1560.0,110.0,0,0
40372258,Ford,Focus,1.6 TDCi Trend X,2016,234000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,985000.0,1560.0,95.0,0,0
40366943,Ford,Focus,1.6 TDCi Trend X,2016,116600.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,1230000.0,1560.0,95.0,0,0
37207589,Ford,Focus,1.6 TDCi Trend X,2011,310000.0,Düz,Dizel,Sedan,Gri,Önden Çekiş,590000.0,1560.0,110.0,2,4
38617141,Ford,Focus,1.6 TDCi Trend X,2014,160000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,725000.0,1560.0,95.0,2,4
40361154,Ford,Focus,1.6 TDCi Trend X,2015,190000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,990000.0,1560.0,95.0,0,2
40358973,Ford,Focus,1.6 TDCi Trend X,2011,300000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,650000.0,1560.0,110.0,1,0
40358037,Ford,Focus,1.6 TDCi Trend X,2011,245000.0,Düz,Dizel,Sedan,Gri (metalik),Önden Çekiş,537000.0,1560.0,90.0,0,4
40356734,Ford,Focus,1.6 TDCi Trend X,2015,219000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,840000.0,1560.0,95.0,1,6
40346027,Ford,Focus,1.6 TDCi Trend X,2013,271000.0,Düz,Dizel,Sedan,Gri (Gümüş),Önden Çekiş,760000.0,1560.0,95.0,0,2
40355384,Ford,Focus,1.6 TDCi Trend X,2017,195000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,1010000.0,1560.0,95.0,0,2
39967514,Ford,Focus,1.6 TDCi Trend X,2014,239000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,830000.0,1500.5,88.0,0,0
39591782,Ford,Focus,1.6 TDCi Trend X,2013,230000.0,Düz,Dizel,Sedan,Gri,Önden Çekiş,699000.0,1500.5,88.0,0,0
39565933,Ford,Focus,1.6 TDCi Trend X,2013,183500.0,Düz,Dizel,Sedan,Gri,Önden Çekiş,539000.0,1500.5,88.0,2,3
40352263,Ford,Focus,1.6 TDCi Trend X,2010,239000.0,Düz,Dizel,Sedan,Gri (Gümüş),Önden Çekiş,578000.0,1560.0,90.0,1,5
39761739,Ford,Focus,1.6 TDCi Trend X,2015,260000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,835000.0,1500.5,88.0,0,1
38387643,Ford,Focus,1.6 TDCi Trend X,2010,257000.0,Düz,Dizel,Sedan,Gri,Önden Çekiş,610000.0,1560.0,90.0,0,1
26097021,Ford,Focus,1.6 TDCi Trend X,2015,198000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,1000000.0,1560.0,95.0,0,1
38305523,Ford,Focus,1.6 TDCi Trend X,2016,140000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,958000.0,1560.0,95.0,1,0
40343620,Ford,Focus,1.6 TDCi Trend X,2014,244000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,745000.0,1560.0,95.0,0,4
40342348,Ford,Focus,1.6 TDCi Trend X,2014,232000.0,Düz,Dizel,Sedan,Beyaz,Önden Çekiş,832000.0,1560.0,95.0,0,2
40406583,Ford,Focus,1.6 Ti-VCT Collection,2010,132000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,699999.0,1596.0,115.0,0,10
40092176,Ford,Focus,1.6 Ti-VCT Style,2012,170000.0,Yarı Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,950000.0,1596.0,125.0,0,0
38954586,Ford,Focus,1.6 Ti-VCT Style,2015,290000.0,Düz,Benzin,Hatchback/5,Mavi,Önden Çekiş,799500.0,1596.0,125.0,2,7
40429722,Ford,Focus,1.6 Ti-VCT Style,2016,135000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,Önden Çekiş,1030000.0,1596.0,125.0,1,2
40380720,Ford,Focus,1.6 Ti-VCT Style,2015,234000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,810000.0,1596.0,125.0,0,7
36891695,Ford,Focus,1.6 Ti-VCT Style,2011,201750.0,Düz,LPG & Benzin,Sedan,Füme,Önden Çekiş,459500.0,1596.0,125.0,0,0
40355936,Ford,Focus,1.6 Ti-VCT Style,2012,58000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,1000000.0,1596.0,125.0,0,0
38163158,Ford,Focus,1.6 Ti-VCT Style,2011,357000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,630000.0,1596.0,125.0,0,1
40351828,Ford,Focus,1.6 Ti-VCT Style,2013,104000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,985000.0,1596.0,125.0,0,0
39565848,Ford,Focus,1.6 Ti-VCT Style,2011,223000.0,Düz,LPG & Benzin,Sedan,Kahverengi,Önden Çekiş,747900.0,1596.0,125.0,1,4
39591533,Ford,Focus,1.6 Ti-VCT Style,2014,198250.0,Otomatik,Benzin,Sedan,Gri,Önden Çekiş,871000.0,1500.5,113.0,1,3
40433670,Ford,Focus,1.6 Ti-VCT Titanium,2014,168000.0,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,760000.0,1596.0,125.0,0,0
40411831,Ford,Focus,1.6 Ti-VCT Titanium,2013,163000.0,Yarı Otomatik,LPG & Benzin,Sedan,Gri,Önden Çekiş,975000.0,1596.0,125.0,0,0
40407298,Ford,Focus,1.6 Ti-VCT Titanium,2010,218340.0,Düz,LPG & Benzin,Station wagon,Siyah,Önden Çekiş,665000.0,1596.0,115.0,2,1
40405800,Ford,Focus,1.6 Ti-VCT Titanium,2014,216000.0,Yarı Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),Önden Çekiş,950000.0,1596.0,125.0,1,3
40387394,Ford,Focus,1.6 Ti-VCT Titanium,2015,179000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,1115000.0,1596.0,125.0,0,1
34770334,Ford,Focus,1.6 Ti-VCT Titanium,2011,276000.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,550000.0,1596.0,115.0,2,4
39992003,Ford,Focus,1.6 Ti-VCT Titanium,2013,208000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,Önden Çekiş,899000.0,1596.0,125.0,0,2
39991959,Ford,Focus,1.6 Ti-VCT Titanium,2013,173000.0,Yarı Otomatik,LPG & Benzin,Sedan,Gri,Önden Çekiş,949000.0,1596.0,125.0,0,2
39991944,Ford,Focus,1.6 Ti-VCT Titanium,2012,270000.0,Yarı Otomatik,LPG & Benzin,Sedan,Gri,Önden Çekiş,855000.0,1596.0,125.0,0,1
39623599,Ford,Focus,1.6 Ti-VCT Titanium,2012,195000.0,Yarı Otomatik,LPG & Benzin,Sedan,Füme,Önden Çekiş,769000.0,1596.0,125.0,2,6
39992002,Ford,Focus,1.6 Ti-VCT Titanium,2015,55000.0,Düz,Benzin,Sedan,Beyaz,Önden Çekiş,1375000.0,1500.5,113.0,0,0
38574108,Ford,Focus,1.6 Ti-VCT Titanium,2009,192000.0,Düz,Benzin,Sedan,Siyah,Önden Çekiş,690000.0,1596.0,115.0,0,0
40359438,Ford,Focus,1.6 Ti-VCT Titanium,2015,208000.0,Düz,Benzin,Sedan,Beyaz,Önden Çekiş,1100000.0,1596.0,125.0,0,0
39565794,Ford,Focus,1.6 Ti-VCT Titanium,2015,165000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,1110000.0,1500.5,113.0,0,0
40429586,Ford,Focus,1.6 Ti-VCT Titanium X,2014,207100.0,Otomatik,LPG & Benzin,Sedan,Beyaz,Belirtilmemiş,960000.0,1500.5,130.0,0,0
40427060,Ford,Focus,1.6 Ti-VCT Titanium X,2008,195000.0,Düz,LPG & Benzin,Sedan,Füme,Önden Çekiş,685000.0,1596.0,115.0,0,2
39842787,Ford,Focus,1.6 Ti-VCT Trend,2013,245000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,559000.0,1500.5,113.0,0,12
40435861,Ford,Mondeo,1.6 Ti-VCT Trend,2013,242000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,620000.0,1596.0,120.0,2,0
40422989,Ford,Focus,1.6 Ti-VCT Trend,2012,226500.0,Yarı Otomatik,LPG & Benzin,Station wagon,Beyaz,Önden Çekiş,885000.0,1596.0,125.0,0,1
39651083,Ford,Focus,1.6 Ti-VCT Trend,2013,420000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,540000.0,1500.5,113.0,1,9
38406839,Ford,Focus,1.6 Ti-VCT Trend,2011,93000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,965000.0,1500.5,113.0,0,0
39565855,Ford,Focus,1.6 Ti-VCT Trend X,2012,355000.0,Düz,LPG & Benzin,Sedan,Füme,Önden Çekiş,710000.0,1500.5,113.0,0,0
40143592,Ford,Fiesta,1.6 Ti-VCT Trend X,2015,120000.0,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,968850.0,1596.0,105.0,0,0
40428339,Ford,Focus,1.6 Ti-VCT Trend X,2012,290000.0,Düz,LPG & Benzin,Sedan,Kahverengi,Önden Çekiş,590000.0,1596.0,125.0,3,3
35394106,Ford,Focus,1.6 Ti-VCT Trend X,2014,120000.0,Düz,LPG & Benzin,Sedan,Mavi (metalik),Önden Çekiş,1050000.0,1596.0,125.0,0,0
38713875,Ford,Focus,1.6 Ti-VCT Trend X,2018,274000.0,Otomatik,Benzin,Sedan,Beyaz,Belirtilmemiş,990000.0,1500.5,130.0,0,0
40429580,Ford,Focus,1.6 Ti-VCT Trend X,2016,180000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1150000.0,1596.0,125.0,0,0
38710736,Ford,Focus,1.6 Ti-VCT Trend X,2009,199999.0,Düz,LPG & Benzin,Sedan,Füme,Önden Çekiş,760000.0,1596.0,115.0,0,0
40415378,Ford,Focus,1.6 Ti-VCT Trend X,2016,101000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,1229000.0,1596.0,125.0,0,0
40414139,Ford,Focus,1.6 Ti-VCT Trend X,2014,70000.0,Düz,Benzin,Sedan,Beyaz,Önden Çekiş,1007000.0,1596.0,125.0,0,2
40034556,Ford,Focus,1.6 Ti-VCT Trend X,2017,120000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,1230000.0,1596.0,125.0,1,1
39665186,Ford,Focus,1.6 Ti-VCT Trend X,2018,51000.0,Düz,Benzin,Sedan,Gri,Önden Çekiş,1240000.0,1596.0,125.0,0,0
40031931,Ford,Focus,1.6 Ti-VCT Trend X,2013,168000.0,Otomatik,Benzin,Sedan,Beyaz,Önden Çekiş,875500.0,1500.5,113.0,0,3
38634187,Ford,Focus,1.6 Ti-VCT Trend X,2014,86111.0,Yarı Otomatik,Benzin,Sedan,Beyaz,Önden Çekiş,1100000.0,1596.0,125.0,0,0
38642459,Ford,Focus,1.6 Ti-VCT Trend X,2012,147000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),Önden Çekiş,855000.0,1596.0,125.0,0,0
40378778,Ford,Focus,1.6 Ti-VCT Trend X,2017,79500.0,Düz,Benzin,Hatchback/5,Füme,Önden Çekiş,1180000.0,1596.0,125.0,0,0
40375467,Ford,Focus,1.6 Ti-VCT Trend X,2015,149000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,970000.0,1596.0,125.0,0,3
39997503,Ford,Fiesta,1.6 Ti-VCT Trend X,2015,117000.0,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,960000.0,1596.0,105.0,0,0
40380516,Ford,Focus,1.6 Ti-VCT Trend X,2017,155000.0,Düz,Benzin,Sedan,Füme,Önden Çekiş,1105000.0,1596.0,125.0,0,0
40370929,Ford,Fiesta,1.6 Ti-VCT Trend X,2016,56350.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,865000.0,1596.0,105.0,2,0
40367568,Ford,Focus,1.6 Ti-VCT Trend X,2015,146500.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),Önden Çekiş,1080000.0,1596.0,125.0,0,0
32460511,Ford,Focus,1.6 Ti-VCT Trend X,2015,114000.0,Yarı Otomatik,LPG & Benzin,Sedan,Gri,Önden Çekiş,1130000.0,1596.0,125.0,1,1
40359107,Ford,Focus,1.6 Ti-VCT Trend X,2017,186000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,920000.0,1596.0,125.0,0,3
39591627,Ford,Focus,1.6 Ti-VCT Trend X,2017,299000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,875000.0,1596.0,125.0,0,0
39991937,Ford,B-Max,1.6 Titanium,2013,149877.0,Yarı Otomatik,Benzin,MPV,Gri,Önden Çekiş,859950.0,1596.0,105.0,1,0
39710904,Ford,Fiesta,1.6 Titanium,2013,99920.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,910000.0,1500.5,113.0,0,2
40434188,Ford,Fiesta,1.6 Titanium,2013,24100.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1040000.0,1596.0,105.0,0,0
38561012,Ford,Fiesta,1.6 Titanium,2013,155000.0,Yarı Otomatik,Benzin,Hatchback/5,Bordo,Önden Çekiş,660000.0,1596.0,105.0,1,3
40416729,Ford,Fiesta,1.6 Titanium,2013,32000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,995000.0,1596.0,105.0,0,1
27980338,Ford,Mondeo,1.6 Titanium,2009,292000.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,535000.0,1596.0,125.0,1,0
40412159,Ford,Focus,1.6 Titanium,2010,140000.0,Otomatik,Benzin,Sedan,Gri,Önden Çekiş,680000.0,1596.0,100.0,2,4
38629615,Ford,Focus,1.6 Titanium,2011,91000.0,Otomatik,LPG & Benzin,Hatchback/5,Mavi (metalik),Önden Çekiş,900000.0,1596.0,100.0,0,1
39651608,Ford,Focus,1.6 Titanium,2010,234000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,620000.0,1596.0,100.0,0,0
39651606,Ford,Focus,1.6 Titanium,2008,204000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,630000.0,1596.0,100.0,1,7
40305662,Ford,Fiesta,1.6 Titanium,2014,113000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,745000.0,1596.0,105.0,3,6
40404374,Ford,Focus,1.6 Titanium,2009,304000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri (metalik),Önden Çekiş,565000.0,1596.0,100.0,2,3
40393163,Ford,Focus,1.6 Titanium,2011,314000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,750000.0,1596.0,100.0,0,0
40390545,Ford,Mondeo,1.6 Titanium,2008,225000.0,Düz,LPG & Benzin,Sedan,Gri (titanyum),Önden Çekiş,670000.0,1596.0,125.0,1,4
40316115,Ford,Focus,1.6 Titanium,2010,120000.0,Düz,Benzin,Hatchback/5,Füme,Önden Çekiş,895000.0,1596.0,100.0,0,0
40383567,Ford,Fiesta,1.6 Titanium,2014,122000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,949000.0,1596.0,105.0,0,0
38916151,Ford,B-Max,1.6 Titanium,2012,99904.0,Yarı Otomatik,Benzin,MPV,Kahverengi,Önden Çekiş,817500.0,1596.0,105.0,1,8
40104837,Ford,Focus,1.6 Titanium,2011,190000.0,Otomatik,LPG & Benzin,Hatchback/5,Füme,Önden Çekiş,699000.0,1596.0,100.0,0,0
40363938,Ford,Fiesta,1.6 Titanium,2013,178000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,750000.0,1596.0,105.0,3,3
40358953,Ford,Focus,1.6 Titanium,2011,189500.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),Belirtilmemiş,755000.0,1500.5,130.0,0,0
40357987,Ford,Fiesta,1.6 Titanium,2017,120000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,-,920000.0,1500.5,130.0,0,0
40355798,Ford,Mondeo,1.6 Titanium,2009,320000.0,Düz,Benzin,Sedan,Siyah,Önden Çekiş,530000.0,1596.0,125.0,0,2
39591048,Ford,Fiesta,1.6 Titanium,2013,175000.0,Otomatik,LPG & Benzin,Hatchback/5,Bordo,Önden Çekiş,835000.0,1500.5,113.0,0,2
39591045,Ford,Fiesta,1.6 Titanium,2013,135800.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,915000.0,1500.5,113.0,0,0
39565844,Ford,Fiesta,1.6 Titanium,2013,157784.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,875000.0,1500.5,113.0,0,4
38377570,Ford,Focus,1.6 Titanium X,2008,180000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,715000.0,1596.0,100.0,2,0
40385939,Ford,Focus,1.6 Titanium X,2011,239668.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Belirtilmemiş,650000.0,1500.5,113.0,3,2
40358633,Ford,Focus,1.6 Titanium X,2010,160000.0,Otomatik,LPG & Benzin,Sedan,Gri,Önden Çekiş,750000.0,1596.0,100.0,1,6
40105471,Ford,Fiesta,1.6 Trend,2013,127200.0,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,865000.0,1596.0,105.0,0,0
40433317,Ford,Focus,1.6 Trend,2003,290000.0,Düz,LPG & Benzin,Hatchback/3,Siyah,Önden Çekiş,300000.0,1596.0,100.0,0,0
33259712,Ford,Focus,1.6 Trend,2009,191000.0,Düz,Benzin,Hatchback/3,Füme,Önden Çekiş,590000.0,1596.0,115.0,0,0
40427164,Ford,C-Max,1.6 Trend,2015,120000.0,Düz,Benzin,MPV,Beyaz,Önden Çekiş,970000.0,1596.0,125.0,0,0
40418060,Ford,Focus,1.6 Trend,2009,190000.0,Otomatik,LPG & Benzin,Sedan,Gri,Önden Çekiş,625000.0,1596.0,100.0,0,4
40387651,Ford,Focus,1.6 Trend,2010,276000.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,635000.0,1596.0,100.0,0,3
40423327,Ford,Fiesta,1.6 Trend,2014,168000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,880000.0,1596.0,105.0,0,0
40426541,Ford,C-Max,1.6 Trend,2004,265000.0,Düz,Benzin,MPV,Gri,Önden Çekiş,435000.0,1596.0,100.0,1,11
40410646,Ford,Fiesta,1.6 Trend,2013,169000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,785000.0,1596.0,105.0,0,3
40405343,Ford,Focus,1.6 Trend,2006,265000.0,Düz,LPG & Benzin,Hatchback/3,Mavi (metalik),Önden Çekiş,515000.0,1596.0,115.0,0,0
36071107,Ford,Focus,1.6 Trend,2013,292000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,900000.0,1700.5,113.0,1,0
40406076,Ford,Focus,1.6 Trend,2008,352600.0,Düz,Benzin,Sedan,Gri,Önden Çekiş,530000.0,1596.0,100.0,1,11
38648145,Ford,Focus,1.6 Trend,2006,566000.0,Düz,LPG & Benzin,Station wagon,Gri (titanyum),Önden Çekiş,315000.0,1596.0,100.0,0,0
40370512,Ford,Mondeo,1.6 Trend,2009,165000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,625000.0,1596.0,125.0,0,5
40111170,Ford,B-Max,1.6 Trend,2013,170000.0,Yarı Otomatik,Benzin,MPV,Gri,Önden Çekiş,730000.0,1596.0,105.0,1,3
38668406,Ford,Focus,1.6 Trend,2012,178596.0,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),Belirtilmemiş,622000.0,1500.5,130.0,1,1
36465336,Ford,C-Max,1.6 Trend,2004,285000.0,Düz,LPG & Benzin,MPV,Mavi,Önden Çekiş,405000.0,1596.0,100.0,0,3
40372151,Ford,Focus,1.6 Trend,2007,260000.0,Otomatik,LPG & Benzin,Hatchback/3,Gri,Önden Çekiş,550000.0,1596.0,100.0,0,0
40362617,Ford,C-Max,1.6 Trend,2012,193000.0,Düz,LPG & Benzin,MPV,Kahverengi,Önden Çekiş,590000.0,1596.0,125.0,1,4
40356809,Ford,Fiesta,1.6 Trend,2013,87850.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,690000.0,1596.0,105.0,1,3
40346340,Ford,Focus,1.6 Trend,2009,260000.0,Düz,LPG & Benzin,Hatchback/5,Füme,Önden Çekiş,590000.0,1596.0,100.0,3,2
40355666,Ford,C-Max,1.6 Trend,2012,135250.0,Düz,Benzin,MPV,Beyaz,Önden Çekiş,1040000.0,1596.0,125.0,0,0
39591387,Ford,Focus,1.6 Trend,2006,280000.0,Düz,LPG & Benzin,Sedan,Füme,Önden Çekiş,385000.0,1500.5,88.0,1,11
40341418,Ford,Focus,1.6 Trend,2009,200300.0,Düz,LPG & Benzin,Hatchback/5,Turuncu,Önden Çekiş,485000.0,1596.0,100.0,3,3
38565306,Ford,Fiesta,1.6 Trend X,2014,162000.0,Yarı Otomatik,Benzin,Hatchback/5,Füme,Önden Çekiş,850000.0,1596.0,105.0,0,1
40378454,Ford,Fiesta,1.6 Trend X,2015,105000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,975000.0,1596.0,105.0,0,0
