İlan No,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Çekiş,Fiyat,Motor_Hacmi_CC,Motor_Gucu_HP,Degisen_Parca,Boyali_Parca
39589574,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,240000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,938000.0,1598.0,105.0,2,2
40345494,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,234000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,755000.0,1598.0,105.0,0,7
38128690,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,279500.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,630000.0,1598.0,105.0,0,2
38178417,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,230000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,515000.0,1598.0,105.0,0,9
39890838,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,327000.0,Düz,Dizel,Hatchback/5,Lacivert,Önden Çekiş,517000.0,1598.0,105.0,1,8
40232991,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,273000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,640000.0,1598.0,105.0,0,12
40222402,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,297000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,579500.0,1598.0,105.0,1,7
40198532,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,246000.0,Düz,Dizel,Hatchback/5,Gri,Önden Çekiş,715000.0,1598.0,105.0,1,2
39784429,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,191508.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,765000.0,1598.0,105.0,0,4
39548623,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,180000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,830000.0,1598.0,105.0,2,2
40140698,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,199000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,692000.0,1598.0,105.0,2,5
40109075,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,132500.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,930000.0,1598.0,105.0,0,1
39734951,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,180000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,799000.0,1598.0,105.0,0,0
39985167,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,180000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,810000.0,1598.0,105.0,2,1
38775267,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,183500.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,895000.0,1598.0,105.0,3,1
39973553,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,225000.0,Düz,Dizel,Hatchback/5,Mavi,Önden Çekiş,650000.0,1598.0,105.0,2,8
38672213,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,108500.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,750000.0,1598.0,105.0,1,2
39937077,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,272000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,550000.0,1598.0,105.0,1,5
39938823,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,135000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,956000.0,1598.0,105.0,0,0
35123757,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,197000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,670000.0,1598.0,105.0,0,4
38102516,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,217500.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,570000.0,1598.0,105.0,0,12
31205265,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,200000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,940000.0,1598.0,105.0,0,0
31361494,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,310000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,550000.0,1598.0,105.0,0,0
39370276,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,296000.0,Düz,Dizel,Hatchback/5,Beyaz,Belirtilmemiş,600000.0,1500.5,130.0,0,7
37369491,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,145000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,740000.0,1598.0,105.0,0,0
37272521,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,226000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,715000.0,1598.0,105.0,0,12
36724809,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,140000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,800000.0,1598.0,105.0,1,0
39087539,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,280000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,675000.0,1598.0,105.0,0,2
37277475,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,219000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,755000.0,1598.0,105.0,0,0
39069308,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,192300.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,830000.0,1598.0,105.0,0,4
39095859,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,219425.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,710000.0,1598.0,105.0,0,1
38974296,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,295000.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,558000.0,1598.0,105.0,1,3
38847982,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,308000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,719000.0,1598.0,105.0,0,0
38267134,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,280000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,779000.0,1598.0,105.0,1,3
36203401,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,215000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,730000.0,1598.0,105.0,1,1
30451775,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,176000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,820000.0,1598.0,105.0,0,4
36481656,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,275000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,725000.0,1598.0,105.0,0,1
30305243,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,233000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,610000.0,1598.0,105.0,3,5
35959733,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,244000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,610000.0,1598.0,105.0,0,3
31516444,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,155000.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,920000.0,1598.0,105.0,0,0
35377460,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,84500.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,970000.0,1598.0,105.0,0,0
40410261,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,238000.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,980000.0,1598.0,120.0,0,0
37665336,Alfa Romeo,Giulietta,1.6 JTD Progression,2016,149000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,850000.0,1598.0,120.0,0,2
39320000,Alfa Romeo,Giulietta,1.6 JTD Progression,2018,114100.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,1104900.0,1598.0,120.0,1,2
38973704,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,123000.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,1155000.0,1598.0,120.0,0,0
39092353,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,81000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1180000.0,1598.0,120.0,0,0
39038815,Alfa Romeo,Giulietta,1.6 JTD Progression,2018,128000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1159000.0,1598.0,120.0,0,1
32745889,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,171217.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,950000.0,1598.0,120.0,0,7
39678625,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,135000.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,1100000.0,1500.5,138.0,1,5
39364760,Alfa Romeo,Giulietta,1.6 JTD Progression,2020,76000.0,Otomatik,Dizel,Hatchback/5,Füme,Önden Çekiş,1405000.0,1598.0,120.0,0,0
39715651,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015,217000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,864500.0,1598.0,105.0,0,0
39969979,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2014,285000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,700000.0,1598.0,105.0,0,0
39909522,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,369000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,525000.0,1598.0,105.0,0,0
39860092,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,200000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,715000.0,1598.0,105.0,0,4
39652338,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2014,221000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,835000.0,1598.0,105.0,0,0
37695719,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2014,214500.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,580000.0,1598.0,105.0,0,4
39251277,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,227500.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,710000.0,1598.0,105.0,0,1
38965741,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2011,248500.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,809999.0,1598.0,105.0,0,0
38126126,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,254300.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,510000.0,1598.0,105.0,1,7
38067560,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2013,210000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,800000.0,1598.0,105.0,0,0
37905340,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015,310000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,580000.0,1598.0,105.0,1,0
36604040,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2011,266840.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,680000.0,1598.0,105.0,0,4
35589309,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,254850.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,510000.0,1598.0,105.0,0,0
34785522,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,164000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,750000.0,1598.0,105.0,0,0
36691931,Alfa Romeo,Giulietta,1.6 JTD Sprint,2020,95000.0,Otomatik,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,1425000.0,1500.5,113.0,0,0
38048883,Alfa Romeo,Giulietta,1.6 JTD Sprint,2020,109000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1289000.0,1500.5,113.0,2,3
40025885,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,199000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1120000.0,1598.0,120.0,0,3
39563611,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,148000.0,Otomatik,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,1060000.0,1598.0,120.0,0,1
39465207,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2018,94000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1158500.0,1598.0,120.0,0,2
40222411,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017,162000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1260000.0,1598.0,120.0,0,0
36497996,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2018,148000.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,1165000.0,1598.0,120.0,0,4
39734953,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017,145000.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,915000.0,1598.0,120.0,4,4
40050808,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017,144000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1069000.0,1598.0,120.0,0,6
39154129,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,90000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1100000.0,1598.0,120.0,0,3
39092352,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,166000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1049000.0,1598.0,120.0,0,0
37665343,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,101000.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,1325000.0,1598.0,120.0,0,0
39350295,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2018,153000.0,Otomatik,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,1200000.0,1598.0,120.0,0,0
38223087,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017,204000.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,1140000.0,1598.0,120.0,0,1
40353809,Alfa Romeo,Giulietta,1.6 JTDM-2 Progression,2016,148000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,995000.0,1598.0,120.0,0,0
40202092,Alfa Romeo,Giulietta,1.6 JTDM-2 Sprint,2020,147000.0,Otomatik,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,1300000.0,1598.0,120.0,0,0
40023269,Alfa Romeo,Giulietta,1.6 JTDM-2 Sprint,2020,123000.0,Otomatik,Dizel,Hatchback/5,Gri (titanyum),Önden Çekiş,1229000.0,1598.0,120.0,0,0
39761392,Alfa Romeo,Giulietta,1.6 JTDM-2 Sprint,2020,78200.0,Otomatik,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,1300000.0,1598.0,120.0,0,2
39742564,Alfa Romeo,Giulietta,1.6 JTDM-2 Super,2017,74500.0,Otomatik,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,1250000.0,1598.0,120.0,0,2
29914020,Alfa Romeo,156,1.6 TS,2001,290000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,275000.0,1500.5,113.0,0,12
39734954,Alfa Romeo,156,1.6 TS,2001,290000.0,Düz,LPG & Benzin,Sedan,Turkuaz,Önden Çekiş,279000.0,1500.5,113.0,0,0
39218684,Alfa Romeo,156,1.6 TS,2000,260000.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,249000.0,1598.0,120.0,0,5
39680305,Alfa Romeo,156,1.6 TS,1998,311000.0,Düz,LPG & Benzin,Sedan,Bordo,Önden Çekiş,259000.0,1598.0,120.0,0,11
39937711,Alfa Romeo,156,1.6 TS,1999,320000.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,235000.0,1598.0,120.0,0,0
39890075,Alfa Romeo,156,1.6 TS,1998,335000.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,250000.0,1598.0,120.0,0,0
39805001,Alfa Romeo,156,1.6 TS,2001,321600.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,220000.0,1598.0,120.0,1,7
39621925,Alfa Romeo,156,1.6 TS,2001,388500.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,215000.0,1598.0,120.0,0,12
36116311,Alfa Romeo,156,1.6 TS,2001,498600.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,260000.0,1598.0,120.0,0,0
30308693,Alfa Romeo,147,1.6 TS Black Line,2008,167000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,450000.0,1598.0,120.0,0,4
35784136,Alfa Romeo,147,1.6 TS Black Line,2009,333000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,323000.0,1598.0,120.0,0,5
40420290,Alfa Romeo,147,1.6 TS Distinctive,2004,300000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,270000.0,1598.0,120.0,1,2
36739392,Alfa Romeo,156,1.6 TS Distinctive,2006,224000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,409000.0,1598.0,120.0,0,5
40025828,Alfa Romeo,156,1.6 TS Distinctive,2006,240000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,335900.0,1598.0,120.0,0,12
39620206,Alfa Romeo,147,1.6 TS Distinctive,2005,290000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,315000.0,1500.5,113.0,0,0
35593912,Alfa Romeo,147,1.6 TS Distinctive,2004,260000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,329000.0,1598.0,120.0,2,10
40322103,Alfa Romeo,147,1.6 TS Distinctive,2006,162000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,420000.0,1598.0,120.0,0,4
36523850,Alfa Romeo,156,1.6 TS Distinctive,2004,270000.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,300000.0,1598.0,120.0,0,4
39741574,Alfa Romeo,147,1.6 TS Distinctive,2008,228000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,495000.0,1598.0,120.0,0,1
40266952,Alfa Romeo,147,1.6 TS Distinctive,2004,302000.0,Düz,LPG & Benzin,Hatchback/5,Bordo,Önden Çekiş,285000.0,1598.0,105.0,3,9
39890826,Alfa Romeo,147,1.6 TS Distinctive,2006,270000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,345147.0,1500.5,113.0,2,9
40234568,Alfa Romeo,156,1.6 TS Distinctive,2004,225000.0,Düz,Benzin,Sedan,Şampanya,Önden Çekiş,490000.0,1598.0,120.0,0,0
40227763,Alfa Romeo,156,1.6 TS Distinctive,2004,315000.0,Düz,Benzin,Sedan,Gri,Önden Çekiş,400000.0,1598.0,120.0,0,0
39811558,Alfa Romeo,147,1.6 TS Distinctive,2004,315000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,375000.0,1500.5,113.0,1,9
40202773,Alfa Romeo,147,1.6 TS Distinctive,2006,319500.0,Düz,LPG & Benzin,Hatchback/5,Füme,Önden Çekiş,385000.0,1598.0,120.0,2,0
40198788,Alfa Romeo,156,1.6 TS Distinctive,2004,340000.0,Düz,LPG & Benzin,Sedan,Gri (metalik),Önden Çekiş,335000.0,1598.0,120.0,2,11
38048896,Alfa Romeo,156,1.6 TS Distinctive,2006,267300.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,344000.0,1598.0,120.0,0,0
36768798,Alfa Romeo,156,1.6 TS Distinctive,2004,270000.0,Düz,LPG & Benzin,Sedan,Mavi,Önden Çekiş,299000.0,1598.0,120.0,0,5
40123934,Alfa Romeo,147,1.6 TS Distinctive,2003,203000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,245000.0,1598.0,120.0,0,0
39319994,Alfa Romeo,156,1.6 TS Distinctive,2004,263000.0,Düz,LPG & Benzin,Sedan,Füme,Önden Çekiş,345000.0,1598.0,120.0,0,12
38003104,Alfa Romeo,147,1.6 TS Distinctive,2004,238000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,270000.0,1598.0,120.0,0,9
40035035,Alfa Romeo,147,1.6 TS Distinctive,2004,292000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,390000.0,1598.0,120.0,0,12
37892374,Alfa Romeo,147,1.6 TS Distinctive,2006,280000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,396000.0,1598.0,120.0,0,12
40018864,Alfa Romeo,147,1.6 TS Distinctive,2005,206000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,390000.0,1598.0,120.0,0,4
40012809,Alfa Romeo,147,1.6 TS Distinctive,2004,290000.0,Düz,LPG & Benzin,Hatchback/3,Kırmızı,Önden Çekiş,315000.0,1598.0,120.0,0,8
38701960,Alfa Romeo,156,1.6 TS Distinctive,2005,215000.0,Düz,Benzin,Sedan,Siyah,Önden Çekiş,500000.0,1500.5,113.0,0,1
37665285,Alfa Romeo,147,1.6 TS Distinctive,2006,243000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,395000.0,1500.5,113.0,2,8
39909113,Alfa Romeo,156,1.6 TS Distinctive,2006,259600.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,375000.0,1598.0,120.0,4,9
38116721,Alfa Romeo,147,1.6 TS Distinctive,2008,270000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,380000.0,1598.0,105.0,0,2
35692476,Alfa Romeo,156,1.6 TS Distinctive,2006,338000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,369000.0,1598.0,120.0,1,12
39813586,Alfa Romeo,147,1.6 TS Distinctive,2004,280000.0,Düz,Benzin,Hatchback/5,Gri (Gümüş),Önden Çekiş,310000.0,1598.0,120.0,1,0
39773435,Alfa Romeo,147,1.6 TS Distinctive,2007,267000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,280000.0,1598.0,120.0,0,0
39711747,Alfa Romeo,147,1.6 TS Distinctive,2006,272500.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,310000.0,1598.0,120.0,0,0
39658495,Alfa Romeo,147,1.6 TS Distinctive,2004,297000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),Önden Çekiş,320000.0,1598.0,120.0,0,0
39651595,Alfa Romeo,156,1.6 TS Distinctive,2004,281000.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,425000.0,1598.0,120.0,0,0
34934353,Alfa Romeo,147,1.6 TS Distinctive,2005,245000.0,Düz,Benzin,Hatchback/3,Siyah,Önden Çekiş,350000.0,1598.0,120.0,0,12
39629918,Alfa Romeo,156,1.6 TS Distinctive,2004,355600.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,328500.0,1598.0,120.0,0,0
39595012,Alfa Romeo,147,1.6 TS Distinctive,2008,178800.0,Düz,LPG & Benzin,Hatchback/3,Siyah,Önden Çekiş,435000.0,1598.0,120.0,1,7
34654281,Alfa Romeo,147,1.6 TS Distinctive,2004,320000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,245000.0,1598.0,120.0,0,0
34584714,Alfa Romeo,147,1.6 TS Distinctive,2004,376000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,245000.0,1500.5,113.0,0,0
39506523,Alfa Romeo,147,1.6 TS Distinctive,2002,303000.0,Düz,Dizel,Hatchback/5,Mavi,Önden Çekiş,335000.0,1900.5,113.0,0,0
39450566,Alfa Romeo,147,1.6 TS Distinctive,2006,261000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,378000.0,1598.0,120.0,0,3
39402305,Alfa Romeo,147,1.6 TS Distinctive,2005,281000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,285000.0,1598.0,120.0,0,0
39368322,Alfa Romeo,147,1.6 TS Distinctive,2005,218000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,290000.0,1598.0,105.0,0,0
39345719,Alfa Romeo,156,1.6 TS Distinctive,2006,350000.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,370000.0,1598.0,120.0,0,0
37420573,Alfa Romeo,156,1.6 TS Distinctive,2006,234000.0,Düz,Benzin,Sedan,Bej,Önden Çekiş,455000.0,1598.0,120.0,1,12
39216230,Alfa Romeo,156,1.6 TS Distinctive,2004,334000.0,Düz,Benzin,Sedan,Siyah,Önden Çekiş,330000.0,1598.0,120.0,0,0
37338736,Alfa Romeo,147,1.6 TS Distinctive,2006,244000.0,Düz,Benzin,Hatchback/3,Siyah,Önden Çekiş,365000.0,1598.0,105.0,1,11
39197126,Alfa Romeo,147,1.6 TS Distinctive,2003,276500.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,220000.0,1598.0,120.0,5,8
37198779,Alfa Romeo,147,1.6 TS Distinctive,2007,224000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,315000.0,1598.0,120.0,0,0
39057063,Alfa Romeo,147,1.6 TS Distinctive,2003,265000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,330000.0,1598.0,120.0,1,11
38983717,Alfa Romeo,147,1.6 TS Distinctive,2006,268000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,330000.0,1598.0,120.0,1,9
26375027,Alfa Romeo,147,1.6 TS Distinctive,2006,165000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,417500.0,1598.0,120.0,1,9
31495500,Alfa Romeo,147,1.6 TS Distinctive,2006,167000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,400000.0,1598.0,120.0,0,12
38969182,Alfa Romeo,147,1.6 TS Distinctive,2004,255200.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,340000.0,1598.0,120.0,2,11
38960494,Alfa Romeo,156,1.6 TS Distinctive,2004,225000.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,420000.0,1598.0,120.0,0,0
34798762,Alfa Romeo,156,1.6 TS Distinctive,2004,230000.0,Düz,Benzin,Sedan,Siyah,Önden Çekiş,380000.0,1598.0,120.0,1,11
38899021,Alfa Romeo,147,1.6 TS Distinctive,2004,280000.0,Düz,LPG & Benzin,Hatchback/3,Siyah,Önden Çekiş,330000.0,1598.0,120.0,0,0
38889895,Alfa Romeo,156,1.6 TS Distinctive,2004,300000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),Önden Çekiş,250000.0,1598.0,120.0,0,10
38913363,Alfa Romeo,147,1.6 TS Distinctive,2007,168149.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),Önden Çekiş,470000.0,1598.0,120.0,0,2
38859247,Alfa Romeo,147,1.6 TS Distinctive,2008,256000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,410000.0,1598.0,105.0,0,9
35434874,Alfa Romeo,147,1.6 TS Distinctive,2004,298000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),Önden Çekiş,295000.0,1598.0,120.0,0,0
38760205,Alfa Romeo,147,1.6 TS Distinctive,2005,369000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),Önden Çekiş,300000.0,1598.0,120.0,0,12
